Lien,,Auteur ,Titre bref,Lieu/Imprimeur,Date,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=711&tbl=gln_edit&no=1848,712,P. Viret,Familiere et ample instruction en la doctrine chrestienne.,"[Ge], [J. Rivery].",1559,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=712&tbl=gln_edit&no=2004,713,P. Viret,Instruction chrestienne et somme generale de la doctrine comprinse es sainctes Escritures,"Ge, C. Badius.",1556,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=713&tbl=gln_edit&no=2130,714,P. Viret,Instruction chrestienne et somme generale de la doctrine comprinse es sainctes escritures,"[Ge], É. Anastaise.",1559,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=714&tbl=gln_edit&no=1871,715,P. Viret,Necromance papale faite par dialogues en maniere de devis,"Ge, J. Girard.",1553,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=715&tbl=gln_edit&no=6817,716,P. Viret,Necromance papale faite par dialogues en maniere de devis,"[Ge], [J. Girard].",1553,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=716&tbl=gln_edit&no=1872,717,P. Viret,Office des mortz fait par dialogues en maniere de devis,"[Ge], J. Girard.",1552,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=717&tbl=gln_edit&no=1873,718,[P. Viret],Office des mortz fait par dialogues en maniere de devis,"[Ge], [J. Girard].",1552,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=718&tbl=gln_edit&no=1874,719,P. Viret,Physique papale faite par maniere de devis et par dialogues,"[Ge], J. Girard.",1552,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=719&tbl=gln_edit&no=1846,720,P. Viret,Remonstrances aus fideles qui conversent entre les papistes,"[Ge], [J. Rivery].",1559,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=720&tbl=gln_edit&no=1876,721,P. Viret,Requiescant in pace de purgatoire fait par dialogues en maniere de devis,"[Ge], J. Girard.",1552,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=721&tbl=gln_edit&no=4409,722,P. Viret,"Sommaire des principaux poincts de la foy et religion chrestienne, reveu et augmenté","[Ge], J. Rivery.",1559,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=722&tbl=gln_edit&no=1844,723,P. Viret,Traittez divers pour l'instruction des fideles qui resident et conversent es lieux et pais esquels il ne leur est permis de vivre en la pureté et liberté de l'Evangile. Reveus et augmentez,"Ge, J. Rivery.",1559,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=723&tbl=gln_edit&no=2156,724,J. L. Vives,De linguæ latinæ exercitatione dialogi et de civilitate morum quæstiones ex Erasmi libello apte consarcinatæ,"[Ge], C. Badius.",1560,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=724&tbl=gln_edit&no=2157,725,Vraie,Vraye histoire contenant l'inique jugement contre Anne du Bourg.,"Ge, J. Brès.",1560,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=725&tbl=gln_edit&no=2158,726,Vraie,Vraye histoire contenant l'inique jugement contre Anne du Bourg.,"Ge, J. Berthet.",1560,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=726&tbl=gln_edit&no=2029,727,Æschylus,<Tragôdiai>. Tragœdiæ VII eduntur Petri Victorii cura et diligentia,"[Ge], H. Estienne.",1557,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=727&tbl=gln_edit&no=1638,728,J. Œcolampadius,Commentarii omnes in libros prophetarum,"[Ge], J. Crespin etc..",1558,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=728&tbl=gln_edit&no=5917,729,J. Œcolampadius,In Danielem prophetam libri duo.,"[Ge], [J. Crespin].",1553,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=729&tbl=gln_edit&no=1642,730,J. Œcolampadius,In Ezechielem prophetam commentarii,"Ge, J. Crespin.",1558,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=730&tbl=gln_edit&no=1639,731,J. Œcolampadius,In Iesaiam prophetam hypomnematôn libri VI,"[Ge], J. Crespin etc..",1558,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=731&tbl=gln_edit&no=1640,732,J. Œcolampadius,In Iesaiam prophetam hypomnematôn libri VI,"[Ge], J. Crespin.",1558,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=732&tbl=gln_edit&no=1641,733,J. Œcolampadius,In Jeremiam prophetam commentariorum libri III,"[Ge], J. Crespin.",1558,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=733&tbl=gln_edit&no=1571,734,J. Œcolampadius,In librum Job exegemata. In Danielem prophetam libri duo.,"Ge, J. Crespin.",1553,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=734&tbl=gln_edit&no=1643,735,J. Œcolampadius,In minores quos vocant prophetas lucubrationes,"Ge, J. Crespin.",1558,,,
